"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"F4LEXSV9","journalArticle","2024","Fadja, A.N.; Cota, G.; Bertasi, F.; Riguzzi, F.; Losi, E.; Manservigi, L.; Venturini, M.; Bechini, G.","Machine Learning Approaches for the Prediction of Gas Turbine Transients","Journal of Computer Science","","15493636 (ISSN)","10.3844/jcssp.2024.495.510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188239092&doi=10.3844%2fjcssp.2024.495.510&partnerID=40&md5=43d2e2208b5f6f438521e189693fa9be","Gas Turbine (GT) emergency shutdowns can lead to energy production interruption and may also reduce the lifespan of a turbine. In order to remain competitive in the market, it is necessary to improve the reliability and availability of GTs by developing predictive maintenance systems that are able to predict future conditions of GTs within a certain time. Predicting such situations not only helps to take corrective measures to avoid service unavailability but also eases the process of maintenance and considerably reduces maintenance costs. Huge amounts of sensor data are collected from (GTs) making monitoring impossible for human operators even with the help of computers. Machine learning techniques could provide support for handling large amounts of sensor data and building decision models for predicting GT future conditions. The paper presents an application of machine learning based on decision trees and k-nearest neighbors for predicting the rotational speed of gas turbines. The aim is to distinguish steady states (e.g., GT operation at normal conditions) from transients (e.g., GT trip or shutdown). The different steps of a machine learning pipeline, starting from data extraction to model testing are implemented and analyzed. Experiments are performed by applying decision trees, extremely randomized trees, and k-nearest neighbors to sensor data collected from GTs located in different countries. The trained models were able to predict steady state and transient with more than 93% accuracy. This research advances predictive maintenance methods and suggests exploring advanced machine learning algorithms, real-time data integration, and explainable AI techniques to enhance gas turbine behavior understanding and develop more adaptable maintenance systems for industrial applications. © 2024 Arnaud Nguembang Fadja, Giuseppe Cota, Francesco Bertasi, Fabrizio Riguzzi, Enzo Losi, Lucrezia Manservigi, Mauro Venturini and Giovanni Bechini. This open-access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","495-510","","5","20","","J. Comput. Sci.","","","","","","","","English","","","Scopus","","","","Publisher: Science Publications","","/Users/jensreil/Zotero/storage/DTG6UTLW/Fadja et al. - 2024 - Machine Learning Approaches for the Prediction of Gas Turbine Transients.pdf","","Decision Tree; Extra Trees; Gas Turbines; K-Nearest Neighbour; Multi-Variate Time Series; Transient Prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7UXSDGK","journalArticle","2024","Ulusoy, A.-J.; Jara-Arriagada, C.; Liu, Y.; Jenks, B.; Stoianov, I.","Interpretable AI for Short-Term Water Demand Forecasting †","Engineering Proceedings","","26734591 (ISSN)","10.3390/engproc2024069101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218133999&doi=10.3390%2fengproc2024069101&partnerID=40&md5=a350a391aa0d29e9a6611f0b35d08911","Machine learning models such as artificial neural networks (ANNs) are becoming increasingly popular in short-term water demand forecasting. This is because, despite their lack of interpretability, ANNs are able to capture complex interactions between explanatory variables and water consumption better than a traditional time series analysis or simple linear regression. In this work, we forecast the hourly water demand of ten operational district metered areas using optimal trees, a machine learning model which has been shown to combine the interpretability of regression approaches and the accuracy of ANNs. We show that, compared to existing water demand forecasting models, optimal trees offer valuable insights without sacrificing predictive or computational performance. © 2024 by the authors.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","","","1","69","","Eng. Proc.","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","","/Users/jensreil/Zotero/storage/RIJ9BSWT/Ulusoy et al. - 2024 - Interpretable AI for Short-Term Water Demand Forecasting †.pdf","","interpretable machine learning; optimal trees; water demand forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NS63YZNQ","journalArticle","2024","Sufian, M.A.; Varadarajan, J.; Niu, M.","Enhancing prediction and analysis of UK road traffic accident severity using AI: Integration of machine learning, econometric techniques, and time series forecasting in public health research","Heliyon","","24058440 (ISSN)","10.1016/j.heliyon.2024.e28547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189892738&doi=10.1016%2fj.heliyon.2024.e28547&partnerID=40&md5=1deddf0d21c14af3a14ca1c376d37725","This research project explored into the intricacies of road traffic accidents severity in the UK, employing a potent combination of machine learning algorithms, econometric techniques, and traditional statistical methods to analyse longitudinal historical data. Our robust analysis framework includes descriptive, inferential, bivariate, multivariate methodologies, correlation analysis: Pearson's and Spearman's Rank Correlation Coefficient, multiple logistic regression models, Multicollinearity Assessment, and Model Validation. In addressing heteroscedasticity or autocorrelation in error terms, we've advanced the precision and reliability of our regression analyses using the Generalized Method of Moments (GMM). Additionally, our application of the Vector Autoregressive (VAR) model and the Autoregressive Integrated Moving Average (ARIMA) models have enabled accurate time series forecasting. With this approach, we've achieved superior predictive accuracy and marked by a Mean Absolute Scaled Error (MASE) of 0.800 and a Mean Error (ME) of -73.80 compared to a naive forecast. The project further extends its machine learning application by creating a random forest classifier model with a precision of 73%, a recall of 78%, and an F1-score of 73%. Building on this, we employed the H2O AutoML process to optimize our model selection, resulting in an XGBoost model that exhibits exceptional predictive power as evidenced by an RMSE of 0.1761205782994506 and MAE of 0.0874235576229789. Factor Analysis was leveraged to identify underlying variables or factors that explain the pattern of correlations within a set of observed variables. Scoring history, a tool to observe the model's performance throughout the training process was incorporated to ensure the highest possible performance of our machine learning models. We also incorporated Explainable AI (XAI) techniques, utilizing the SHAP (Shapley Additive Explanations) model to comprehend the contributing factors to accident severity. Features such as Driver_Home_Area_Type, Longitude, Driver_IMD_Decile, Road_Type, Casualty_Home_Area_Type, and Casualty_IMD_Decile were identified as significant influencers. Our research contributes to the nuanced understanding of traffic accident severity and demonstrates the potential of advanced statistical, econometric, machine learning techniques in informing evidence based interventions and policies for enhancing road safety. © 2024 The Authors","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","","","7","10","","Heliyon","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","/Users/jensreil/Zotero/storage/JIBWP24G/Sufian et al. - 2024 - Enhancing prediction and analysis of UK road traffic accident severity using AI Integration of mach.pdf","","Machine learning; Explainable AI (XAI); ARIMA; Factor analysis; GMM; H2O AutoML; Policy; Public health; Road safety; SHAP (Shapley Additive Explanations); VAR; Winsorization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDYI82TF","journalArticle","2024","Xiong, X.; Zhong, R.; Tian, Q.; Huang, J.; Zhu, L.; Yang, Y.; Lin, T.","Daily DeepCropNet: A hierarchical deep learning approach with daily time series of vegetation indices and climatic variables for corn yield estimation","ISPRS Journal of Photogrammetry and Remote Sensing","","09242716 (ISSN)","10.1016/j.isprsjprs.2024.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185393469&doi=10.1016%2fj.isprsjprs.2024.02.008&partnerID=40&md5=d362fedd8eb590d94b64d206d8d0e5a4","Accurate large-scale crop yield estimation under climate variability is essential to understanding the dynamics of global food security. The deep learning method has shown well performance for crop yield estimation because of its high capacity for temporal pattern recognition. However, most existing deep learning models were usually based on multi-source time series with weekly or coarse temporal resolutions, which simplified the dynamics of crop growth progress. How to effectively learn the long-term and short-term crop response from the remotely sensed and agro-meteorological time series at daily intervals remains challenging. In this study, a hierarchical deep learning model, named Daily DeepCropNet (DDCN), has been developed to process daily time series of satellite-derived vegetation indices and climatic variables for corn yield estimation. The DDCN model was a three-level pyramid structure that incorporated the corn phenology durations to extract crop growth patterns from the daily inputs. The Transformer and Long Short-Term Memory (LSTM) were implemented as a temporal filter in each level to capture the short-term crop growth patterns. The temporal patterns were hierarchically transferred from weekly to growing season aggregation to learn long-term dependency. The experiment was conducted at county level over the US Corn Belt from 2006 to 2020. LSTM, Transformer, and Random Forest (RF) models were built for comparison. The input analysis showed that the daily time series of climatic variables provided more temporal fluctuations than weekly aggregated inputs. The DDCN model provided the highest accuracy for end-of-season yield estimation under normal climate conditions in 2018–2020 (RMSE = 0.86 Mg ha−1) and extreme heat and drought conditions in 2012 (RMSE = 1.17 Mg ha−1). Further analyses indicated that the DDCN model had the potential for capturing the short-duration stresses. We also found that the DDCN model identified the silking phase as the key growth stage and achieved higher accuracy than other models for in-season yield estimation. The results showed that features extracted by the DDCN model had higher correlation coefficients with corn yield for the upper levels. By evaluating the contributions of different variables, we found that vegetation indices yield higher impact than climatic variables for yield estimation under both normal and stressful climate conditions. This study provided a promising approach to extracting the temporal pattern of crop growth at daily time steps. The DDCN model could be further integrated with the process-based model to achieve the fusion of knowledge and data for explainable AI in agricultural system modeling. © 2024 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","249-264","","","209","","ISPRS J. Photogramm. Remote Sens.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","","","","Learning systems; Long short-term memory; Time series; Time series analysis; Pattern recognition; Forestry; time series analysis; climate change; crop yield; Crop yield; remote sensing; Climate change; spatiotemporal analysis; growing season; phenology; climate conditions; Climate models; Climate stress; Climatic variables; Corn Belt; Corn yields; Crop growth; Crops; Daily time series; drought; drought stress; environmental stress; farming system; Food supply; growth rate; Hierarchical deep learning; Magnesium; Remote sensing; Remote-sensing; United States; Vegetation; Vegetation index; Yield estimation; Yield stress","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WCPSSN9","journalArticle","2024","Geng, K.; Zhang, J.; Yao, C.","Spectrum Prediction Based on Wavelet Decomposition Explainable LSTM","IEEE Transactions on Consumer Electronics","","00983063 (ISSN)","10.1109/TCE.2024.3433595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199553584&doi=10.1109%2fTCE.2024.3433595&partnerID=40&md5=0d7bc414846ac0d721a4de5b1287cf01","To address the problems of the limited prediction accuracy and poor explainability of the deep learning (DL) enabled spectrum prediction models, a spectrum prediction method based on wavelet decomposition explainable long short-term memory (WDE-LSTM) is proposed in this study. Firstly, the historical spectrum data is wavelet decomposed, and the obtained subsequences are predicted by the LSTM model, for which the prediction accuracy can be improved effectively. Secondly, the Shapley additive explanations (SHAP) method is used to identify the influence of each spectrum subsequence on the prediction performance and the weight coefficients are added to the model accordingly to achieve explainable and high-precision prediction. Extensive simulation shows that the proposed method makes DL-enabled spectrum prediction explainable and improves the metrics of mean absolute percentage error (MAPE) and root mean square error (RMSE) by an average of about 13% and 15%, respectively, compared with the existing methods.  © 1975-2011 IEEE.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","7470-7481","","4","70","","IEEE Trans Consum Electron","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","/Users/jensreil/Zotero/storage/RUSJPHNY/Geng et al. - 2024 - Spectrum Prediction Based on Wavelet Decomposition Explainable LSTM.pdf","","Deep learning; Forecasting; Long short-term memory; deep learning; Prediction accuracy; Brain; Predictive models; Time series analysis; Time-series analysis; Mean square error; Accuracy; explainable LSTM; Explainable LSTM; Spectra's; Spectrum analysis; Spectrum prediction; Time-frequency Analysis; wavelet decomposition; Wavelet decomposition; Wavelets decomposition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWHTZT9G","journalArticle","2024","Wang, X.; Li, J.; Canji, T.; Zhang, T.","Coupling Machine Learning and Visualization Approaches to Individual- and Road-level Driving Behavior Analysis in a V2X Environment","International Journal of Intelligent Transportation Systems Research","","13488503 (ISSN)","10.1007/s13177-024-00445-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211366968&doi=10.1007%2fs13177-024-00445-w&partnerID=40&md5=f7b8d8e1904e7a5adff54fd10d40d75c","Vehicle-to-Everything (V2X) infrastructure generates a vast amount of data from sensor-equipped vehicles and road infrastructure. The availability of such data provides new opportunities to explore and understand drivers' behaviors in diverse scenarios and how road characteristics affect driving actions. Effectively extracting and communicating driving behaviors from this huge volume of data in a timely manner presents a significant challenge. In this paper, we introduce a novel approach that combines machine learning and visualization techniques to support the exploration and analysis of driving behaviors using extensive vehicle status data from V2X infrastructure. Our approach consists of three core components: a spatiotemporal driving behavior feature learning model, a combined individual- and road-level driving behavior clustering method, and a multi-level visualization framework. The feature learning model for driving behavior detection employs a bi-directional spatiotemporal attentive long short-term memory network mechanism to extract essential individualized driving behaviors. Time series vehicle status and location data are then transformed and represented as feature vectors so that an unsupervised clustering method can be applied to identify representative types of driving behaviors and assign clustering labels to individual feature vectors. Furthermore, the model aggregates clustering labels by road, enabling the examination of driving patterns in the context of road conditions. To facilitate the interpretation of feature vectors and clustering results, our visualization framework offers a set of multi-level designs that support visual analytics on both trajectory and road levels. This approach contributes to driving analysis by utilizing massive real-world V2X data. It specifically addresses existing limitations in combining machine learning with visualization to support intelligent discovery of traffic patterns in an automatic manner. This not only enhances efficiency, but also ensures improved explainability and transparency for interpreting results. © The Author(s), under exclusive licence to Intelligent Transportation Systems Japan 2024.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","","","","","","Int. J. Intelligent Transp. Syst. Res.","","","","","","","","English","","","Scopus","","","","Publisher: Springer","","","","Machine Learning; Machine-learning; Learning models; Adversarial machine learning; Visualization; Clusterings; Behavior analysis; Driver licensing; Driving Behavior; Driving behaviour; Feature learning; Features vector; Magnetic levitation vehicles; Motor transportation; Road infrastructures; V2X; Visualization framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFIZIZCQ","journalArticle","2024","Spinnato, F.; Guidotti, R.; Monreale, A.; Nanni, M.","Fast, Interpretable, and Deterministic Time Series Classification With a Bag-of-Receptive-Fields","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2024.3464743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204733069&doi=10.1109%2fACCESS.2024.3464743&partnerID=40&md5=46d3ae2eb5d89397b4f7235d88b27f64","The current trend in the literature on Time Series Classification is to develop increasingly accurate algorithms by combining multiple models in ensemble hybrids, representing time series in complex and expressive feature spaces, and extracting features from different representations of the same time series. As a consequence of this focus on predictive performance, the best time series classifiers are black-box models, which are not understandable from a human standpoint. Even the approaches that are regarded as interpretable, such as shapelet-based ones, rely on randomization to maintain computational efficiency. This poses challenges for interpretability, as the explanation can change from run to run. Given these limitations, we propose the Bag-Of-Receptive-Field (BORF), a fast, interpretable, and deterministic time series transform. Building upon the classical Bag-Of-Patterns, we bridge the gap between convolutional operators and discretization, enhancing the Symbolic Aggregate Approximation (SAX) with dilation and stride, which can more effectively capture temporal patterns at multiple scales. We propose an algorithmic speedup that reduces the time complexity associated with SAX-based classifiers, allowing the extension of the Bag-Of-Patterns to the more flexible Bag-Of-Receptive-Fields, represented as a sparse multivariate tensor. The empirical results from testing our proposal on more than 150 univariate and multivariate classification datasets demonstrate good accuracy and great computational efficiency compared to traditional SAX-based methods and state-of-the-art time series classifiers, while providing easy-to-understand explanations. © 2013 IEEE.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","137893-137912","","","12","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","/Users/jensreil/Zotero/storage/J6NTJ3AJ/Spinnato et al. - 2024 - Fast, Interpretable, and Deterministic Time Series Classification With a Bag-of-Receptive-Fields.pdf","","Time series; Times series; Time series analysis; explainable AI; Time series classifications; classification; Tensors; 'current; Black-box testing; Deterministics; Feature extracting; Feature space; Multiple-modeling; Receptive fields; Sax; symbolic aggregate approximation; Xai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4I2G8D3Q","journalArticle","2024","Kochliaridis, V.; Papadopoulou, A.; Vlahavas, I.","UNSURE - A machine learning approach to cryptocurrency trading","Applied Intelligence","","0924669X (ISSN)","10.1007/s10489-024-05407-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191289990&doi=10.1007%2fs10489-024-05407-z&partnerID=40&md5=83b2151c274ca0ba53dc3524e0391cb9","Although cryptocurrency trading can be highly profitable, it carries significant risks due to extreme price fluctuations and high degree of market noise. To increase profits and minimize risks, traders typically use various forecasting methods, such as technical analysis and Machine Learning (ML), but developing effective trading strategies in noisy markets still remains a challenging task. Recently, Deep Reinforcement Learning (DRL) agents have achieved high performance on challenging tasks, including algorithmic trading, however it requires significant amount of time and high-quality data to train effectively. Additionally, DRL agents lack explainability, making them a less popular option for traders. The purpose of this paper is to address these challenges by proposing a reliable trading framework. Our framework, named UNSURE, generates high-quality features from candlestick data using technical analysis along with a novel parameterization method, and then exploits high price fluctuations by combining three ML components: A) Unsupervised component, which further improves feature quality by clustering market data; B) DRL component, which is responsible for training agents that open Buy or Short positions; C) Supervised component, which estimates price fluctuations in order to open and close positions efficiently, while reducing trading uncertainty. We demonstrate the effectiveness of this approach on nine cryptocurrency markets using several risk-adjusted performance metrics. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","5688-5710","","7","54","","Appl Intell","","","","","","","","English","","","Scopus","","","","Publisher: Springer","","","","Reinforcement learning; Deep learning; Machine-learning; Risk assessment; Profitability; Cryptocurrency trading; Deep reinforcement learning; Forecasting methods; Machine learning; Machine learning approaches; Price fluctuation; Quality control; Reinforcement learning agent; Reinforcement learnings; Supervised learning; Technical analysis; Time series clustering; Time-series clustering; Uncertainty analysis; Unsupervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NX7EFB5N","journalArticle","2024","Ghanvatkar, S.; Rajan, V.","Evaluating Explanations from AI Algorithms for Clinical Decision-Making: A Social Science-Based Approach","IEEE Journal of Biomedical and Health Informatics","","21682194 (ISSN)","10.1109/JBHI.2024.3393719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192177011&doi=10.1109%2fJBHI.2024.3393719&partnerID=40&md5=ce3d539f197f9aafa5b83a6e8b4ae007","Explainable Artificial Intelligence (XAI) techniques generate explanations for predictions from AI models. These explanations can be evaluated for (i) faithfulness to the prediction, i.e., its correctness about the reasons for prediction, and (ii) usefulness to the user. While there are metrics to evaluate faithfulness, to our knowledge, there are no automated metrics to evaluate the usefulness of explanations in the clinical context. Our objective is to develop a new metric to evaluate usefulness of AI explanations to clinicians. Usefulness evaluation needs to consider both (a) how humans generally process explanations and (b) clinicians' specific requirements from explanations presented by clinical decision support systems (CDSS). Our new scoring method can evaluate the usefulness of explanations generated by any XAI method that provides importance values for the input features of the prediction model. Our method draws on theories from social science to gauge usefulness, and uses literature-derived biomedical knowledge graphs to quantify support for the explanations from clinical literature. We evaluate our method in a case study on predicting onset of sepsis in intensive care units. Our analysis shows that the scores obtained using our method corroborate with independent evidence from clinical literature and have the required qualities expected from such a metric. Thus, our method can be used to evaluate and select useful explanations from a diverse set of XAI techniques in clinical contexts, making it a fundamental tool for future research in the design of AI-driven CDSS.  © 2013 IEEE.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","4269-4280","","7","28","","IEEE J. Biomedical Health Informat.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","/Users/jensreil/Zotero/storage/IYK295L8/Ghanvatkar and Rajan - 2024 - Evaluating Explanations from AI Algorithms for Clinical Decision-Making A Social Science-Based Appr.pdf","","Explainability; Interpretability; Forecasting; Explainable AI; Quality control; Decision making; Artificial intelligence; machine learning; Artificial Intelligence; learning algorithm; artificial intelligence; explainability; Predictive models; human; Humans; time series analysis; clinical decision making; clinical decision support system; Decision support systems; Job analysis; Task analysis; decision support system; learning; artificial neural network; diagnosis; algorithm; Algorithms; decision tree; procedures; training; Article; Bioinformatics; interpretability; receiver operating characteristic; intensive care unit; predictive value; scoring system; breathing rate; creatinine; hematocrit; troponin; troponin I; AI algorithms; anaphylaxis; Behavioral research; bilirubin; bilirubin glucuronide; clinical decision support; Clinical decision support; Clinical decision support systems; Clinical Decision-Making; Clinical research; Decision Support Systems, Clinical; diabetic ketoacidosis; embolism; explanation evaluation; Explanation evaluation; fever; hypovolemia; Intensive care units; mean arterial pressure; oxygen saturation; Prediction algorithms; pulse oximetry; sepsis; Sepsis; Social Sciences; sociology; systolic blood pressure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IET77LKL","journalArticle","2024","Samarajeewa, C.; De Silva, D.; Manic, M.; Mills, N.; Rathnayaka, P.; Jennings, A.","Explainable Artificial Intelligence for Crowd Forecasting Using Global Ensemble Echo State Networks","IEEE Open Journal of the Industrial Electronics Society","","26441284 (ISSN)","10.1109/OJIES.2024.3397789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192790034&doi=10.1109%2fOJIES.2024.3397789&partnerID=40&md5=76adc1b8e37941748f79160188f32837","Crowd monitoring is a primary function in diverse industrial domains, such as smart cities, public transport, and public safety. Recent advancements in low-energy devices and rapid connectivity have enabled the generation of real-time data streams suitable for crowd-monitoring applications. Crowd forecasting is typically achieved using deep learning models that learn the evolving nature of data streams. The computational complexity, execution time, and opaqueness are inherent challenges of deep learning models that also overlook the latent relationships between multiple real-time data streams for improved accuracy. To address these challenges, we propose the global ensemble echo state network approach for explainable crowd forecasting using multiple WiFi data streams. This approach replaces the random input mapping layer with a clustering layer, allowing the network to learn input projections on cluster centroids. It incorporates an ensemble readout comprising a stack of reservoir layers that provide model explainability. It also learns multiple related time series in parallel to construct a global model that leverage latent relationships across the data streams. This approach was empirically evaluated in a multicampus, mixed-use tertiary education setting. The results of which confirm the effectiveness and interpretability of the proposed approach for industrial applications of crowd forecasting.  © 2020 IEEE.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","415-427","","","5","","IEEE Open J. Ind. Electron. Soc.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","/Users/jensreil/Zotero/storage/PGJGFLXR/Samarajeewa et al. - 2024 - Explainable Artificial Intelligence for Crowd Forecasting Using Global Ensemble Echo State Networks.pdf","","Deep learning; Forecasting; Artificial intelligence; Forecasting models; Predictive models; Time series analysis; Time-series analysis; Accident prevention; Artificial intelligence (AI); crowd forecasting; Crowd forecasting; echo state networks; Echo state networks; Global forecasting model; global forecasting models; model explainability; Model explainability; Stream; Wi-Fi; Wireless fidelities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJNEJCB4","journalArticle","2024","Melton, N.M.; Petrenko, S.A.; Wunsch, D.C.","Meta-iCVI: Ensemble Validity Metrics for Concise Labeling of Correct, Under- or Over-Partitioning in Streaming Clustering","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2023.3346058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181828551&doi=10.1109%2fACCESS.2023.3346058&partnerID=40&md5=6fd69c7740516c54bea5fb277ce2d11a","Understanding the performance and validity of clustering algorithms is both challenging and crucial, particularly when clustering must be done online. Until recently, most validation methods have relied on batch calculation and have required considerable human expertise in their interpretation. Improving real-time performance and interpretability of cluster validation, therefore, continues to be an important theme in unsupervised learning. Building upon previous work on incremental cluster validity indices (iCVIs), this paper introduces the Meta- iCVI as a tool for explainable and concise labeling of partition quality in online clustering. Leveraging a time-series classifier and data-fusion techniques, the Meta- iCVI combines the outputs of multiple iCVIs to produce a streaming label of either 'over', 'under', or 'correctly' partitioned. Experiments were conducted on generalized synthetic and real-world data sets to demonstrate the efficacy and application of this method. Results of 100% accuracy were achieved in labeling partition quality on real-world data sets including MNIST and FLIR ADAS, demonstrating that the Meta- iCVI is a powerful and efficient tool for classifying partition quality in a variety of conditions. Its introduction should empower new and more efficient streaming clustering techniques. Additionally, we believe this to be the first implementation of an ensemble iCVI metric and the first time iCVI validation performance has been evaluated on randomized sample presentation.  © 2013 IEEE.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","11114-11124","","","12","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","/Users/jensreil/Zotero/storage/3CZW5RF9/Melton et al. - 2024 - Meta-iCVI Ensemble Validity Metrics for Concise Labeling of Correct, Under- or Over-Partitioning in.pdf","","Explainable AI; Times series; Artificial intelligence; Clustering algorithms; Classification (of information); time-series; explainable AI; Clusterings; classification; Rockets; Behavioral research; Behavioral science; Cluster validity indices; Clustering; Correlation; Data stream; data streams; iCVI; incremental cluster validity index; Incremental cluster validity index; Labelings; online; Online; Partitioning algorithms; streaming; Streaming; Validation; validations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6ZE5AKN","journalArticle","2024","K. Jana, R.; Ghosh, I.; Kumar, P.N.R.","An explainable AI-enabled granular ensemble machine learning framework to demystify fertilizer price movements","Journal of the Operational Research Society","","01605682 (ISSN)","10.1080/01605682.2023.2260908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173916722&doi=10.1080%2f01605682.2023.2260908&partnerID=40&md5=d2986a66649ebbb6e476cf84eabc7021","This paper proposes a novel explainable artificial intelligence (AI) driven ensemble machine learning (ML) framework for predicting fertilizer price movements and assessing the contributions of the technical and macroeconomic indicators. We integrate the Boruta algorithm, Maximal Overlap Discrete Wavelet Transformation (MODWT), Random Forest (RF), and explainable AI. The predictive analytics exercise utilises the residual of the previous stage as an additional indicator for arriving at the subsequent stage forecasts. We observe a significant influence of the residual in providing forecasts for time series with higher frequencies. The explainable AI is used at the global and local levels to explain the impacts of the indicators on fertilizer price movements. We have used monthly urea and diammonium phosphate (DAP) prices for nearly the last 30 years for predictive analytics. The explainable AI identifies the more significant impacts of the technical indicators compared to macroeconomic counterparts in forecasting urea and DAP prices at the global level. Also, the price movements of urea and DAP are similar at the global level. On the contrary, macroeconomic indicators influence more at the local level. The CBOE volatility index for urea, geopolitical risk, and commodity industrial input for DAP significantly influence the price movements at the local level. © Operational Research Society 2023.","2024","2025-02-25 15:16:08","2025-02-25 15:16:08","","1569-1586","","8","75","","J.Oper.Res.Soc.","","","","","","","","English","","","Scopus","","","","Publisher: Taylor and Francis Ltd.","","","","Machine-learning; Forecasting; Time series; Times series; Technical indicator; Machine learning; Explainable artificial intelligence; Price movement; Costs; explainable AI; time series; Discrete wavelet transforms; Diammonium phosphates; ensemble machine learning; Ensemble machine learning; fertilizer price; Fertilizer price; Fertilizers; Learning frameworks; Macroeconomic indicators; Metabolism; Urea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
