term,mean_tfidf_green,mean_tfidf_non_green,diff_green_minus_non,ratio_green_over_non,doc_freq
create sustainable,0.0024767305336899363,0.0,0.0024767305336899363,2476730534.689936,2
turmeric,0.0024757272164583647,0.0,0.0024757272164583647,2475727217.458365,2
drink,0.003070858958934003,0.0005963002604119291,0.002474558698522074,5.149853452458288,3
anti,0.0038035833063029267,0.0013295427549712049,0.002474040551331722,2.860820601835015,6
sourcing,0.0024624513345142054,0.0,0.0024624513345142054,2462451335.5142055,2
natural products,0.002462240947102846,0.0,0.002462240947102846,2462240948.102846,2
tell,0.004174143561066416,0.001714321898696828,0.002459821662369588,2.4348656823462385,6
potential,0.003155765357262758,0.0007020492679695448,0.0024537160892932133,4.495076767040486,4
tree,0.0032528659461499004,0.0008012068762101006,0.0024516590699397997,4.059957596066541,4
energy saving,0.0024471385980130104,0.0,0.0024471385980130104,2447138599.0130105,2
saving,0.0024471385980130104,0.0,0.0024471385980130104,2447138599.0130105,2
sites,0.002446655235827373,0.0,0.002446655235827373,2446655236.827373,2
zero,0.002446655235827373,0.0,0.002446655235827373,2446655236.827373,2
making,0.003899183558143905,0.0014537851045163443,0.0024453984536275605,2.6820907329072012,5
electrolux,0.0024350250296315064,0.0,0.0024350250296315064,2435025030.6315064,2
electrolux years,0.0024350250296315064,0.0,0.0024350250296315064,2435025030.6315064,2
pollution,0.0024320013996670326,0.0,0.0024320013996670326,2432001400.6670327,2
greener,0.002431325137422215,0.0,0.002431325137422215,2431325138.422215,2
world url,0.0033821545921855385,0.000968017235235861,0.0024141373569496775,3.493899144127909,3
perfecting,0.0024114227605376054,0.0,0.0024114227605376054,2411422761.5376053,2
perfecting smoothing,0.0024114227605376054,0.0,0.0024114227605376054,2411422761.5376053,2
using,0.00872656835794996,0.006319449032672284,0.0024071193252776764,1.380906517712491,20
bath body,0.00240642088345869,0.0,0.00240642088345869,2406420884.45869,2
action,0.003658395528088736,0.001256013259476239,0.002402382268612497,2.912704542388026,5
tsa,0.0023928207539337266,0.0,0.0023928207539337266,2392820754.933727,2
tsa friendly,0.0023928207539337266,0.0,0.0023928207539337266,2392820754.933727,2
rosemary,0.002391712558671824,0.0,0.002391712558671824,2391712559.671824,2
lifestyle,0.002390577746654998,0.0,0.002390577746654998,2390577747.654998,2
energy star,0.0023899537389895746,0.0,0.0023899537389895746,2389953739.9895744,2
star,0.0023899537389895746,0.0,0.0023899537389895746,2389953739.9895744,2
skin health,0.0023870034006492164,0.0,0.0023870034006492164,2387003401.6492167,2
press,0.002379085309026222,0.0,0.002379085309026222,2379085310.026222,2
natural extracts,0.0023748402941038476,0.0,0.0023748402941038476,2374840295.1038475,2
segment,0.00236968882845022,0.0,0.00236968882845022,2369688829.45022,2
botanical ingredients,0.002364107291528851,0.0,0.002364107291528851,2364107292.528851,2
ingredients beauty,0.002364107291528851,0.0,0.002364107291528851,2364107292.528851,2
positiveforceforbeauty,0.002364107291528851,0.0,0.002364107291528851,2364107292.528851,2
responsiblebeauty,0.002364107291528851,0.0,0.002364107291528851,2364107292.528851,2
use botanical,0.002364107291528851,0.0,0.002364107291528851,2364107292.528851,2
building,0.003348437871411211,0.0009861266129444234,0.0023623112584667877,3.3955455872119114,4
acquired,0.0023560339523739406,0.0,0.0023560339523739406,2356033953.3739405,2
yes natural,0.0032027831139526393,0.0008605263920733462,0.002342256721879293,3.7218883008503525,4
mint,0.002333980509702857,0.0,0.002333980509702857,2333980510.702857,2
ces,0.004760151018772231,0.002430765374326301,0.00232938564444593,1.9582930825371159,6
eco friendly,0.002329348786163244,0.0,0.002329348786163244,2329348787.1632442,2
chemicals,0.002939525042402312,0.000615530706742762,0.00232399433565955,4.775594469010271,3
nourish hair,0.002319917892539403,0.0,0.002319917892539403,2319917893.539403,2
daily,0.003284436208845891,0.0009781556591865765,0.0023062805496593146,3.3577848020829397,5
getting,0.0029044549034391524,0.000598387187406109,0.0023060677160330434,4.853805296493043,4
essential oils,0.0028979671165082063,0.0005947002882180827,0.0023032668282901235,4.8729875704591965,4
project,0.004454337174915375,0.0021523587933475067,0.002301978381567868,2.0695142406615896,6
oriflame,0.003546788127867356,0.0012448846454134871,0.0023019034824538686,2.8490897844114738,5
journey,0.0032827733280733503,0.0009928750169540294,0.0022898983111193207,3.3063308772115207,3
help create,0.002289240190573763,0.0,0.002289240190573763,2289240191.573763,2
repair,0.0034084754691856784,0.0011212613283260238,0.0022872141408596548,3.0398582213073113,4
olive oil,0.0022856572860888618,0.0,0.0022856572860888618,2285657287.088862,2
cleansing gel,0.0022854116909802533,0.0,0.0022854116909802533,2285411691.980253,2
nutrient rich,0.002284298512358504,0.0,0.002284298512358504,2284298513.358504,2
green buildings,0.0022818756207828635,0.0,0.0022818756207828635,2281875621.7828636,2
beauty routine,0.0022816194842378967,0.0,0.0022816194842378967,2281619485.237897,2
veganhaircare,0.0022813174849995567,0.0,0.0022813174849995567,2281317485.9995565,2
veganhaircare url,0.0022813174849995567,0.0,0.0022813174849995567,2281317485.9995565,2
nurture,0.002277329634799325,0.0,0.002277329634799325,2277329635.799325,2
warm,0.0030846103731239174,0.0008118920652393284,0.002272718307884589,3.799286262780945,4
tea tree,0.0022715165711924617,0.0,0.0022715165711924617,2271516572.192462,2
tree lavender,0.0022715165711924617,0.0,0.0022715165711924617,2271516572.192462,2
honored,0.0022697751134216717,0.0,0.0022697751134216717,2269775114.421672,2
leadership award,0.0022697751134216717,0.0,0.0022697751134216717,2269775114.421672,2
user leadership,0.0022697751134216717,0.0,0.0022697751134216717,2269775114.421672,2
bebe,0.0022691544076533943,0.0,0.0022691544076533943,2269154408.653394,2
bebe body,0.0022691544076533943,0.0,0.0022691544076533943,2269154408.653394,2
body lotion,0.0022691544076533943,0.0,0.0022691544076533943,2269154408.653394,2
hydra,0.0022691544076533943,0.0,0.0022691544076533943,2269154408.653394,2
hydra bebe,0.0022691544076533943,0.0,0.0022691544076533943,2269154408.653394,2
lotion,0.0022691544076533943,0.0,0.0022691544076533943,2269154408.653394,2
water url,0.0022679843920788605,0.0,0.0022679843920788605,2267984393.0788608,2
authenticated,0.0022648805883650415,0.0,0.0022648805883650415,2264880589.3650417,2
switch,0.002261095555735653,0.0,0.002261095555735653,2261095556.735653,2
lactic,0.002260732204187515,0.0,0.002260732204187515,2260732205.1875153,2
lactic acid,0.002260732204187515,0.0,0.002260732204187515,2260732205.1875153,2
coming,0.0034540526246007496,0.0011984654359073993,0.0022555871886933503,2.882062777307804,5
pores,0.0034942051236951455,0.0012395669428780058,0.0022546381808171397,2.818891825046146,5
new naturally,0.002252110886422777,0.0,0.002252110886422777,2252110887.422777,2
chief,0.0032613332475867375,0.0010126094438404655,0.002248723803746272,3.220721735516257,3
officer,0.0032613332475867375,0.0010126094438404655,0.002248723803746272,3.220721735516257,3
complexion,0.0031635855933644106,0.0009188957988011682,0.0022446897945632423,3.4428121175969584,4
products use,0.0022440293785259825,0.0,0.0022440293785259825,2244029379.5259824,2
naturalskincare,0.002242779415457719,0.0,0.002242779415457719,2242779416.457719,2
yes cucumbers,0.002242779415457719,0.0,0.002242779415457719,2242779416.457719,2
wholeblends,0.004482922173996871,0.0022405915745974084,0.0022423305993994626,2.0007761449346657,8
clearing,0.0022408049242568545,0.0,0.0022408049242568545,2240804925.2568545,2
skin clearing,0.0022408049242568545,0.0,0.0022408049242568545,2240804925.2568545,2
honey,0.003385747862832986,0.0011524460761588085,0.0022333017866741777,2.9378796378743073,5
bundle,0.0030850047855265454,0.0008517536137821764,0.002233251171744369,3.6219450472370354,3
helps,0.004524692930814891,0.002295323781163614,0.0022293691496512768,1.9712656519202851,7
selfcare,0.0022263337358350383,0.0,0.0022263337358350383,2226333736.835038,2
spa world,0.0022263048175387734,0.0,0.0022263048175387734,2226304818.5387735,2
contains,0.003274599850287669,0.001053274952308458,0.0022213248979792107,3.1089696389359425,6
user certified,0.00221437200905131,0.0,0.00221437200905131,2214372010.05131,2
smell,0.0022140843628507337,0.0,0.0022140843628507337,2214084363.8507338,2
healthier,0.003864236473104795,0.0016573013410985382,0.0022069351320062568,2.3316438452959622,4
prime,0.0022053915157158118,0.0,0.0022053915157158118,2205391516.7158117,2
prime plus,0.0022053915157158118,0.0,0.0022053915157158118,2205391516.7158117,2
burt,0.0021992863213835157,0.0,0.0021992863213835157,2199286322.383516,2
revive,0.002197892651421204,0.0,0.002197892651421204,2197892652.421204,2
ethically,0.0021932361180384955,0.0,0.0021932361180384955,2193236119.0384955,2
ethically sourced,0.0021932361180384955,0.0,0.0021932361180384955,2193236119.0384955,2
washes,0.0021928875678709023,0.0,0.0021928875678709023,2192887568.8709025,2
hair care,0.0034894728325901964,0.0012968935509823955,0.002192579281607801,2.6906393576067096,5
protect planet,0.0021908424859498213,0.0,0.0021908424859498213,2190842486.9498215,2
tested,0.0021832770747488477,0.0,0.0021832770747488477,2183277075.748848,2
tested animals,0.0021832770747488477,0.0,0.0021832770747488477,2183277075.748848,2
biodegradable formula,0.00218169521612367,0.0,0.00218169521612367,2181695217.12367,2
thanks user,0.0035042364179899573,0.0013264329465804306,0.0021778034714095267,2.641849650509734,5
byebyedryskin,0.0021718735366886635,0.0,0.0021718735366886635,2171873537.6886635,2
activities,0.002815495243326022,0.0006442828897924379,0.002171212353533584,4.369967423569318,3
scrub,0.003358411997349601,0.0011964337406625513,0.0021619782566870494,2.8070187937718876,3
earthdayeveryday url,0.002157436788401786,0.0,0.002157436788401786,2157436789.4017863,2
fruity,0.002155371317129941,0.0,0.002155371317129941,2155371318.129941,2
skin hydration,0.0021501658156619086,0.0,0.0021501658156619086,2150165816.6619086,2
employees,0.003903370214740726,0.001754167035071951,0.002149203179668775,2.225198704270156,5
soap,0.0021437496463612375,0.0,0.0021437496463612375,2143749647.3612375,2
ll love,0.0021353794649777427,0.0,0.0021353794649777427,2135379465.9777427,2
grow,0.002831198630634096,0.0006966591791016053,0.002134539451532491,4.063965153263574,3
countries,0.0021341572348348202,0.0,0.0021341572348348202,2134157235.8348203,2
age,0.002132070372376854,0.0,0.002132070372376854,2132070373.376854,2
recycle,0.0021313258774903854,0.0,0.0021313258774903854,2131325878.4903853,2
know yes,0.00212775676722152,0.0,0.00212775676722152,2127756768.22152,2
hydria herbal,0.0021249663909052316,0.0,0.0021249663909052316,2124966391.9052317,2
mention,0.002105948189954095,0.0,0.002105948189954095,2105948190.954095,2
vegan url,0.002104754351948408,0.0,0.002104754351948408,2104754352.948408,2
standard,0.0031755410309096893,0.0010759750194301765,0.002099566011479513,2.951314827587822,3
cotton,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
liners,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
liners wipes,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
organic cotton,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
pads,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
pads liners,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
tampons,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
tampons pads,0.0020899896426574884,0.0,0.0020899896426574884,2089989643.6574883,2
zone,0.0020833065246061025,0.0,0.0020833065246061025,2083306525.6061025,2
zone peel,0.0020833065246061025,0.0,0.0020833065246061025,2083306525.6061025,2
herbal essences,0.0020822355867675807,0.0,0.0020822355867675807,2082235587.7675807,2
birch,0.0020805652182231352,0.0,0.0020805652182231352,2080565219.2231352,2
years,0.005418882720441516,0.0033467626003547564,0.0020721201200867598,1.619141650276591,8
argan oil,0.0020673012057322825,0.0,0.0020673012057322825,2067301206.7322824,2
aluminum,0.002066737556941845,0.0,0.002066737556941845,2066737557.941845,2
baking,0.002066737556941845,0.0,0.002066737556941845,2066737557.941845,2
baking soda,0.002066737556941845,0.0,0.002066737556941845,2066737557.941845,2
deodorants free,0.002066737556941845,0.0,0.002066737556941845,2066737557.941845,2
soda,0.002066737556941845,0.0,0.002066737556941845,2066737557.941845,2
vegan cruelty,0.0020657955322484615,0.0,0.0020657955322484615,2065795533.2484615,2
free vegan,0.0020655018828857324,0.0,0.0020655018828857324,2065501883.8857324,2
lock,0.002065449060096937,0.0,0.002065449060096937,2065449061.096937,2
perfection,0.0020649484707568654,0.0,0.0020649484707568654,2064948471.7568655,2
high quality,0.0020612822546445097,0.0,0.0020612822546445097,2061282255.6445098,2
shipping,0.002716489032235126,0.0006573748598990457,0.00205911417233608,4.132328743937627,3
getting rave,0.0020572456980194305,0.0,0.0020572456980194305,2057245699.0194306,2
rave,0.0020572456980194305,0.0,0.0020572456980194305,2057245699.0194306,2
rave reviews,0.0020572456980194305,0.0,0.0020572456980194305,2057245699.0194306,2
reviews,0.0020572456980194305,0.0,0.0020572456980194305,2057245699.0194306,2
contributing,0.0028320846638539027,0.0007793370718538184,0.002052747592000084,3.6339663073940813,3
long,0.005352970260288289,0.0033004174024562453,0.0020525528578320433,1.6219070520239594,9
don sweat,0.0020521908303095687,0.0,0.0020521908303095687,2052190831.3095686,2
oil enriched,0.0020425397640428814,0.0,0.0020425397640428814,2042539765.0428815,2
herbalessencesxkew,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
herbalessencesxkew url,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
potential botanicals,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
scientists,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
scientists working,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
secrets garden,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
unlock,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
unlock potential,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
user herbalessencesxkew,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
working unlock,0.002040478845096638,0.0,0.002040478845096638,2040478846.0966382,2
est,0.002031697045765515,0.0,0.002031697045765515,2031697046.7655149,2
pm est,0.002031697045765515,0.0,0.002031697045765515,2031697046.7655149,2
working,0.004183533281793351,0.002158616562369968,0.0020249167194233836,1.938062254216258,7
facial,0.003539086557457897,0.0015550027367982635,0.0019840838206596333,2.2759359018678698,5
sulfate,0.00198186648529655,0.0,0.00198186648529655,1981866486.29655,2
sulfate free,0.00198186648529655,0.0,0.00198186648529655,1981866486.29655,2
featuring,0.003975969202791845,0.0019964937137787408,0.0019794754890131044,1.9914759432300433,7
aveda nutriplenish,0.001976923504118676,0.0,0.001976923504118676,1976923505.118676,2
jelly,0.0019696064345733413,0.0,0.0019696064345733413,1969606435.5733414,2
head toe,0.001967890842693673,0.0,0.001967890842693673,1967890843.6936731,2
toe,0.001967890842693673,0.0,0.001967890842693673,1967890843.6936731,2
canon,0.003365501462750991,0.0014029412542936304,0.0019625602084573607,2.398889797453853,3
fewer,0.00195886674429586,0.0,0.00195886674429586,1958866745.2958598,2
fewer ingredients,0.00195886674429586,0.0,0.00195886674429586,1958866745.2958598,2
forward formulas,0.00195886674429586,0.0,0.00195886674429586,1958866745.2958598,2
organic collection,0.00195886674429586,0.0,0.00195886674429586,1958866745.2958598,2
straight forward,0.00195886674429586,0.0,0.00195886674429586,1958866745.2958598,2
body wash,0.0028487859155021298,0.0008902540037389882,0.0019585319117631414,3.1999697854067612,4
introducing,0.003508376476043992,0.001550420213742053,0.001957956262301939,2.262855220594301,5
sustainably sourced,0.001954417775584932,0.0,0.001954417775584932,1954417776.5849323,2
chemical,0.001949244507866224,0.0,0.001949244507866224,1949244508.866224,2
keeping,0.0019475800242000963,0.0,0.0019475800242000963,1947580025.2000964,2
soothe,0.0019415254109595753,0.0,0.0019415254109595753,1941525411.9595754,2
ig user,0.001939237565131622,0.0,0.001939237565131622,1939237566.131622,2
shea butter,0.00254684176006586,0.0006152751980211744,0.0019315665620446855,4.139353845429761,4
moisture url,0.001927423996587626,0.0,0.001927423996587626,1927423997.587626,2
prevent,0.002504081582195614,0.0005813183898438317,0.0019227631923517826,4.3075905091540845,2
greens,0.0031014726786265092,0.001182759359260261,0.0019187133193662481,2.6222347366957584,4
user herbalessences,0.0019164991747125176,0.0,0.0019164991747125176,1916499175.7125175,2
packed,0.0033074735145011197,0.001395078773634073,0.0019123947408670467,2.3708148784420184,4
treat,0.004986032752761632,0.0030760223266795687,0.0019100104260820635,1.6209351632121933,11
effects,0.002689850357255695,0.000783974486627488,0.0019058758706282067,3.431043229985565,4
cold pressed,0.0019020685636493228,0.0,0.0019020685636493228,1902068564.6493227,2
amino,0.0018997478433031981,0.0,0.0018997478433031981,1899747844.303198,2
amino acids,0.0018997478433031981,0.0,0.0018997478433031981,1899747844.303198,2
omega,0.0018997478433031981,0.0,0.0018997478433031981,1899747844.303198,2
products real,0.001892585435081571,0.0,0.001892585435081571,1892585436.081571,2
smart,0.006052914465521172,0.00416423500575137,0.001888679459769802,1.45354776008264,10
cooling,0.001882690924773258,0.0,0.001882690924773258,1882690925.773258,2
products naturally,0.0018826594609195474,0.0,0.0018826594609195474,1882659461.9195473,2
cardboard,0.0018815414499464423,0.0,0.0018815414499464423,1881541450.9464424,2
eliminating,0.0018815414499464423,0.0,0.0018815414499464423,1881541450.9464424,2
eliminating plastic,0.0018815414499464423,0.0,0.0018815414499464423,1881541450.9464424,2
recyclable cardboard,0.0018815414499464423,0.0,0.0018815414499464423,1881541450.9464424,2
toothbrushes,0.0018815414499464423,0.0,0.0018815414499464423,1881541450.9464424,2
hemp seed,0.0018798390983106724,0.0,0.0018798390983106724,1879839099.3106725,2
designed,0.003089342147353868,0.001209907319465561,0.0018794348278883069,2.5533709037855212,5
regram,0.0018776495269250421,0.0,0.0018776495269250421,1877649527.9250422,2
good stuff,0.0018507013007283486,0.0,0.0018507013007283486,1850701301.7283487,2
stuff,0.0018507013007283486,0.0,0.0018507013007283486,1850701301.7283487,2
commitment,0.002706535779802036,0.0008563183231241788,0.001850217456677857,3.1606654961754015,3
oil samoa,0.0018419825709467613,0.0,0.0018419825709467613,1841982571.9467614,2
samoa,0.0018419825709467613,0.0,0.0018419825709467613,1841982571.9467614,2
virgin coconut,0.0018419825709467613,0.0,0.0018419825709467613,1841982571.9467614,2
ticket,0.0018319172835378015,0.0,0.0018319172835378015,1831917284.5378015,2
jojoba,0.001831222036598797,0.0,0.001831222036598797,1831222037.598797,2
company,0.003122670905628077,0.001292835989883636,0.001829834915744441,2.4153650800623003,5
equipment,0.0024425078028211342,0.000615530706742762,0.0018269770960783723,3.968133146075125,3
goddess facial,0.0018263498508971634,0.0,0.0018263498508971634,1826349851.8971634,2
book,0.002912741067821708,0.0010870220145161244,0.0018257190533055834,2.6795603283515113,5
potent,0.0023399130099362392,0.0005146537862363053,0.0018252592236999339,4.546576881327522,3
gently,0.002344061886616041,0.0005197782053123405,0.0018242836813037006,4.509734842956205,3
seed oil,0.0018211481840596899,0.0,0.0018211481840596899,1821148185.05969,2
derived nutriplenish,0.0018133182732214068,0.0,0.0018133182732214068,1813318274.221407,2
organic aloe,0.0018109026616875776,0.0,0.0018109026616875776,1810902662.6875777,2
hydrated,0.0029406915619346894,0.001130615322452016,0.0018100762394826734,2.6009655998258667,3
little,0.004818148539209512,0.003009800279858873,0.0018083482593506386,1.6008200181424035,12
materials,0.0024879629095487348,0.0006812322635295723,0.0018067306460191625,3.652150727574255,3
socialinnovation,0.002574514596834998,0.0007752819716840932,0.001799232625150905,3.3207461137291845,3
almond milk,0.0017826767415431613,0.0,0.0017826767415431613,1782676742.5431614,2
organic almond,0.0017826767415431613,0.0,0.0017826767415431613,1782676742.5431614,2
special edition,0.0017826767415431613,0.0,0.0017826767415431613,1782676742.5431614,2
approach,0.002541147365036818,0.0007752819716840932,0.001765865393352725,3.277707280151435,3
butter organic,0.0017587385377460444,0.0,0.0017587385377460444,1758738538.7460444,2
mango,0.0017587385377460444,0.0,0.0017587385377460444,1758738538.7460444,2
mango butter,0.0017587385377460444,0.0,0.0017587385377460444,1758738538.7460444,2
oil mango,0.0017587385377460444,0.0,0.0017587385377460444,1758738538.7460444,2
pomegranate oil,0.0017587385377460444,0.0,0.0017587385377460444,1758738538.7460444,2
facial oil,0.0026815494976009024,0.0009288287878113059,0.0017527207097895966,2.887022377969883,3
pixibeauty,0.0035982653506408955,0.0018567510551195756,0.0017415142955213199,1.9379363430447758,7
new hair,0.002372942260477528,0.0006433803129436459,0.001729561947533882,3.6882419465594274,3
haircare,0.004182634557056571,0.0024670285784357125,0.0017156059786208586,1.6954139051819466,9
cleansing,0.004101972056700572,0.0023876519933381368,0.0017143200633624352,1.7179941077793666,7
chance,0.003688474816377144,0.00197787997400039,0.001710594842376754,1.8648628147299062,4
fatty,0.0017068440887841724,0.0,0.0017068440887841724,1706844089.7841725,2
fatty acids,0.0017068440887841724,0.0,0.0017068440887841724,1706844089.7841725,2
good,0.007601125462325831,0.0059111209123797045,0.0016900045499461261,1.2859025512607658,16
great,0.005179211808045107,0.0034906392681619425,0.0016885725398831644,1.4837430652891754,10
oat,0.002356418957531646,0.0006832479939830236,0.0016731709635486223,3.4488486989123106,3
breathe,0.002849719807014834,0.0011799711200798425,0.0016697486869349915,2.4150758922022875,4
skin natural,0.002789862329908711,0.00112783705242391,0.0016620252774848011,2.4736395407822362,5
choose,0.0031425009455605863,0.001484954291957071,0.0016575466536035153,2.116227389263781,4
soft skin,0.0021815253497388097,0.0005291083889804689,0.0016524169607583408,4.1230216569034885,3
wash,0.004341360769847341,0.002715852324287718,0.001625508445559623,1.5985260797961158,10
leaves,0.0021550847330453157,0.0005356276483979857,0.0016194570846473299,4.02347551786676,3
silver,0.002599761530745334,0.0009850297401191184,0.0016147317906262154,2.6392721186181403,3
work,0.005258644218445657,0.003645295926746281,0.0016133482916993762,1.4425836265910066,10
use code,0.0028260161447318656,0.0012245891474104017,0.0016014269973214639,2.3077259417170426,5
nutrient,0.0021804747571551593,0.000583384488621239,0.0015970902685339202,3.7376289513127565,3
know,0.0067952450647874845,0.005213699373838715,0.0015815456909487697,1.3033442431647095,14
light,0.002906441727450447,0.0013271015761400534,0.0015793401513103937,2.1900672702943527,5
award,0.0021666114618815657,0.0006324546694534424,0.0015341567924281232,3.425718180447936,3
choice,0.0022817837119358704,0.0007486369449671297,0.0015331467669687407,3.0479175857239302,3
hands,0.0022563948758313355,0.0007397684721550605,0.001516626403676275,3.05013657476909,3
total,0.0020991010075605237,0.0006071340354209606,0.0014919669721395632,3.457393067492427,2
awareness,0.0026300175667456137,0.0011591445198106723,0.0014708730469349413,2.268929818954978,3
demand,0.0027150004134928432,0.0012549402724158073,0.001460060141077036,2.1634499043551414,4
gardening,0.002673312071851504,0.0012193408631142886,0.0014539712087372155,2.1924239165012804,2
quick,0.0020991010075605237,0.0006491238615229729,0.0014499771460375508,3.2337449441496,2
powder,0.002084201549358428,0.0006422420659584855,0.0014419594833999425,3.2451962547840245,3
initiatives,0.002192552437432467,0.0007555537647167459,0.001436998672715721,2.9019145134595834,2
initiatives url,0.002192552437432467,0.0007555537647167459,0.001436998672715721,2.9019145134595834,2
simple,0.0021016259848070725,0.0006724651187984297,0.001429160866008643,3.125256498711831,3
night cream,0.0022398868458378286,0.0008197360271329589,0.0014201508187048698,2.732448946936519,3
hydration url,0.0018700333397535247,0.0004581932275982192,0.0014118401121553056,4.081320333944352,3
air,0.0038437203978952004,0.0024372863819314195,0.0014064340159637809,1.5770491419527843,7
soon,0.0026488673020060305,0.0012462039748563705,0.00140266332714966,2.1255487499033,4
battery storage,0.0020487910541347235,0.0006475977300612739,0.0014011933240734497,3.1636785567132764,2
summer,0.00427599349280237,0.002876540482841179,0.0013994530099611909,1.4865055846849882,9
round,0.0020180530437190762,0.0006252523821184734,0.0013928006616006029,3.2275815322029624,3
year round,0.0020180530437190762,0.0006252523821184734,0.0013928006616006029,3.2275815322029624,3
aloe,0.0034220420292148572,0.002042016839822848,0.001380025189392009,1.6758147933960799,6
kmcares,0.0019793724651332835,0.0006110867200011143,0.0013682857451321692,3.2391024025044626,2
lavender,0.0021682737685762977,0.0008100373993269576,0.0013582363692493402,2.6767576024281245,3
happy national,0.002585702530905132,0.0012304021368362691,0.0013553003940688629,2.101510109899707,3
skin learn,0.002278661423963037,0.0009298872164709414,0.0013487742074920956,2.4504707475820786,4
user thank,0.0018752835762401976,0.0005356276483979857,0.0013396559278422118,3.5010955452876775,3
sea,0.0021582111272366433,0.000821947790337639,0.0013362633368990042,2.6257277542219164,3
markets,0.0020145850177405032,0.0006859929884824314,0.0013285920292580718,2.9367428670961626,3
technologies,0.0026252393285038367,0.0012973498260610322,0.0013278895024428044,2.023540046597112,4
bar,0.001945681810484975,0.0006347940809178998,0.0013108877295670753,3.0650597838065807,3
mexico,0.002064530069771883,0.0007543270887770263,0.0013102029809948566,2.7369162512540064,3
icymi,0.002438884074888004,0.00114189557726177,0.0012969884976262338,2.1358205796720497,2
practical,0.0019514676527697607,0.0006644873538840876,0.0012869802988856732,2.9368017907732384,2
pressed,0.0018156175591663717,0.0005338680293091438,0.001281749529857228,3.40087335650163,3
provide,0.0029358180943366086,0.0016559685667345823,0.0012798495276020263,1.7728706646605625,6
glam,0.002028144335970209,0.0007484873693001734,0.0012796569666700358,2.7096573936268853,3
creating,0.0021316411114316366,0.0008563183231241788,0.0012753227883074577,2.489309235104628,3
environment,0.002368899775274022,0.0011095997211986429,0.001259300054075379,2.134913815209064,3
watch user,0.002159499431358157,0.0009119115088587355,0.0012475879224994216,2.368101958371691,3
april,0.002113582272047077,0.0008727472124759677,0.0012408350595711091,2.4217576870043795,3
today,0.009745523449946569,0.008508438654695246,0.0012370847952513225,1.1453950419473569,25
really,0.0020074051703738625,0.0007711737042075292,0.0012362314661663334,2.603051890667944,2
shared,0.002562759673934262,0.0013391888035157937,0.0012235708704184684,1.9136656954512632,4
presents,0.002154901624136442,0.000944980433690916,0.0012099211904455262,2.280366392814542,2
cleanbeauty url,0.0020074051703738625,0.0007989363438526139,0.0012084688265212484,2.512597135312682,2
doing,0.0018396217943186903,0.0006441093309620149,0.0011955124633566754,2.856070707305291,3
line,0.004157543835945749,0.0029669718483289797,0.0011905719876167693,1.4012751209237235,9
join tomorrow,0.001789195073748319,0.0005991896492969283,0.0011900054244513908,2.9860246649148294,2
silky,0.0029819257862810683,0.0018021726460630625,0.0011797531402180058,1.654628257809044,6
awarded,0.0019009582327047267,0.000733873390411431,0.0011670848422932957,2.5903081593525084,2
manufacturing,0.002395462000882975,0.0012304021368362691,0.0011650598640467057,1.9468935628602926,3
source,0.002508102557147983,0.0013527469526875885,0.0011553556044603946,1.8540810986939538,3
spa,0.002125116936386796,0.0009727744809903036,0.0011523424553964924,2.1845936306211398,3
available url,0.0022626643098664035,0.0011139277870993915,0.001148736522767012,2.031248645593995,4
balance,0.002176617891230235,0.001042697395562702,0.0011339204956675331,2.0874876060931506,4
immune,0.0022836707992769083,0.0011682342201783408,0.0011154365790985675,1.954805602230588,2
dry,0.006144169762138316,0.005043740534294219,0.0011004292278440969,1.2181772079954754,18
month,0.003104222886071467,0.0020058999030842916,0.0010983229829871753,1.547546256296656,5
soothing,0.0030493119353567195,0.0019557626771268943,0.0010935492582298252,1.5591421037225015,5
carbon,0.0030430329284880614,0.001949658194238967,0.0010933747342490943,1.5608032920432398,3
impurities,0.002075144418193807,0.0010222511255704296,0.0010528932926233774,2.029975184430219,4
mothersday,0.0020110048262536096,0.0009587185776649596,0.00105228624858865,2.0975965961293728,2
schwarzkopf,0.0017120176959908382,0.0006740149992175942,0.001038002696773244,2.5400290741869878,2
high,0.005267612319247123,0.004230861945004154,0.0010367503742429694,1.2450447184224789,11
arbonne,0.002658237341239341,0.0016517342994948625,0.0010065030417444785,1.6093613491243286,6
